population	model	experiment	year	tasmax	tasmin	ppt
LVTR1	mpi-esm1-2-hr	ssp245	2044	295.7709	262.3255	1981.228977075048
LVTR1	mpi-esm1-2-hr	ssp245	2045	291.85522	261.3414	2794.978718133571
LVTR1	mpi-esm1-2-hr	ssp245	2046	291.60703	263.43793	2510.2294708485215
LVTR1	mpi-esm1-2-hr	ssp245	2047	294.4219	262.6051	2090.745451580663
LVTR1	mpi-esm1-2-hr	ssp245	2048	293.29697	264.89642	2770.3919895691156
LVTR1	mpi-esm1-2-hr	ssp245	2049	294.94037	260.785	1503.9684517308856
LVTR1	mpi-esm1-2-hr	ssp245	2050	295.60767	264.82336	1214.4761675968607
LVTR1	mpi-esm1-2-hr	ssp245	2051	295.10806	261.4752	2709.561746567451
LVTR1	mpi-esm1-2-hr	ssp245	2052	293.40805	264.24173	2171.80700018064
LVTR1	mpi-esm1-2-hr	ssp245	2053	294.84222	264.81708	3005.6154817341985
LVTR1	mpi-esm1-2-hr	ssp245	2054	295.87085	262.92044	2286.9816853897305
LVTR1	mpi-esm1-2-hr	ssp245	2055	292.55783	263.0643	1237.8598392940453
LVTR1	mpi-esm1-2-hr	ssp245	2056	294.0067	265.08456	1338.236397353463
LVTR1	mpi-esm1-2-hr	ssp245	2057	294.01447	262.66852	1523.4165206551552
LVTR1	mpi-esm1-2-hr	ssp245	2058	293.43726	263.3114	2474.339335039195
LVTR1	mpi-esm1-2-hr	ssp245	2059	293.6396	266.10052	2025.2892573829427
LVTR1	mpi-esm1-2-hr	ssp245	2060	294.1484	261.41986000000003	2102.408012479941
LVTR1	mpi-esm1-2-hr	ssp245	2061	293.10016	259.1327	2043.2535773142768
LVTR1	mpi-esm1-2-hr	ssp245	2062	294.71982	259.99478	1952.9031272394932
LVTR1	mpi-esm1-2-hr	ssp245	2063	291.12488	260.80356	2898.092074552468
LVTR1	mpi-esm1-2-hr	ssp245	2064	292.99496	261.65384	1868.201531935465
LVTR1	mpi-esm1-2-hr	ssp245	2065	293.3624	265.0885	2059.9605212453353
LVTR1	mpi-esm1-2-hr	ssp245	2066	295.38956	264.7865	3071.8387722037487
LVTR1	mpi-esm1-2-hr	ssp245	2067	296.5973	265.2276	2351.3645620084803
LVTR1	mpi-esm1-2-hr	ssp245	2068	294.5591	264.7744	1449.58776324054
LVTR1	mpi-esm1-2-hr	ssp245	2069	294.44992	260.6768	1824.7217888943164
LVTR1	mpi-esm1-2-hr	ssp245	2070	293.56366	264.10208	2124.72717985509
LVTR1	mpi-esm1-2-hr	ssp370	2041	296.03952	262.8628	1791.7717035859296
LVTR1	mpi-esm1-2-hr	ssp370	2042	293.73828	262.7371	2388.603027735299
LVTR1	mpi-esm1-2-hr	ssp370	2043	294.60406	259.86176	2384.9816209170517
LVTR1	mpi-esm1-2-hr	ssp370	2044	296.32794	262.3541	2005.1640886813132
LVTR1	mpi-esm1-2-hr	ssp370	2045	294.2474	263.51654	2842.039086681298
LVTR1	mpi-esm1-2-hr	ssp370	2046	293.95782	263.72354	2522.3820650483754
LVTR1	mpi-esm1-2-hr	ssp370	2047	293.09317	262.3438	1887.5625740736423
LVTR1	mpi-esm1-2-hr	ssp370	2048	293.91312	262.2663	1701.7383016179722
LVTR1	mpi-esm1-2-hr	ssp370	2049	295.20807	261.52072	1641.3732756161694
LVTR1	mpi-esm1-2-hr	ssp370	2050	293.85217	265.37177	2121.7081658541924
LVTR1	mpi-esm1-2-hr	ssp370	2051	296.72662	265.65662	2126.276427763478
LVTR1	mpi-esm1-2-hr	ssp370	2052	293.836	263.1307	2580.4462738742045
LVTR1	mpi-esm1-2-hr	ssp370	2053	296.1488	265.69302	2655.2243005251066
LVTR1	mpi-esm1-2-hr	ssp370	2054	294.70648	263.9031	2274.9406491871264
LVTR1	mpi-esm1-2-hr	ssp370	2055	291.78998	259.0272	2964.8619577026366
LVTR1	mpi-esm1-2-hr	ssp370	2056	292.28775	264.16534	1749.1570043842805
LVTR1	mpi-esm1-2-hr	ssp370	2057	294.3425	263.12042	2991.4326930418024
LVTR1	mpi-esm1-2-hr	ssp370	2058	293.53586	263.55716	2788.646369660217
LVTR1	mpi-esm1-2-hr	ssp370	2059	293.90912	265.50876	2557.090953178647
LVTR1	mpi-esm1-2-hr	ssp370	2060	296.3053	265.6285	1632.1030306862224
LVTR1	mpi-esm1-2-hr	ssp370	2061	294.73785	263.79034	1746.0337875061277
LVTR1	mpi-esm1-2-hr	ssp370	2062	295.94135	264.63712	2088.1412346424936
LVTR1	mpi-esm1-2-hr	ssp370	2063	293.62482	265.29083	1926.2957086320798
LVTR1	mpi-esm1-2-hr	ssp370	2064	295.3061	263.2587	2332.6428243889795
LVTR1	mpi-esm1-2-hr	ssp370	2065	293.94208	263.9182	1567.1290010679145
LVTR1	mpi-esm1-2-hr	ssp370	2066	292.92072	264.02924	2221.932433953007
LVTR1	mpi-esm1-2-hr	ssp370	2067	296.06995	266.04257	2082.9371373401286
LVTR1	mpi-esm1-2-hr	ssp370	2068	295.46295	264.96805	2719.0401074476017
LVTR1	mpi-esm1-2-hr	ssp370	2069	295.06622	263.16547	1898.718740616419
LVTR1	mpi-esm1-2-hr	ssp370	2070	295.48843	264.38293	2275.1259535783656
LVTR1	mri-esm2-0	ssp245	2041	293.11118	259.88724	3113.4304342441155
LVTR1	mri-esm2-0	ssp245	2042	295.11954	260.38898	2778.22075332215
LVTR1	mri-esm2-0	ssp245	2043	295.04776	264.2192	2084.8625399171965
LVTR1	mri-esm2-0	ssp245	2044	295.365	266.75485	1122.6090069045072
LVTR1	mri-esm2-0	ssp245	2045	293.3092	265.4401	3367.1423153020155
LVTR1	mri-esm2-0	ssp245	2046	294.55505	264.9831	2751.7942683886918
LVTR1	mri-esm2-0	ssp245	2047	292.35464	260.27115	1831.878806155813
LVTR1	mri-esm2-0	ssp245	2048	295.61142	260.53766	1780.5660386569693
LVTR1	mri-esm2-0	ssp245	2049	294.38348	266.2655	2129.668061574873
LVTR1	mri-esm2-0	ssp245	2050	293.98178	263.57547	2890.3253003954533
LVTR1	mri-esm2-0	ssp245	2051	293.09592	262.38754	2328.0473001300807
LVTR1	mri-esm2-0	ssp245	2052	295.002	263.65564	1481.1935953795714
LVTR1	mri-esm2-0	ssp245	2053	293.58002	264.488	2813.7109266622515
LVTR1	mri-esm2-0	ssp245	2054	294.80457	263.12665	2578.227750118784
LVTR1	mri-esm2-0	ssp245	2055	294.93542	264.53424	1132.4120230972458
LVTR1	mri-esm2-0	ssp245	2056	293.66516	265.58255	1709.6760716289064
LVTR1	mri-esm2-0	ssp245	2057	295.096	262.2392	2809.208460152113
LVTR1	mri-esm2-0	ssp245	2058	296.94122	264.1914	2699.2209827760007
LVTR1	mri-esm2-0	ssp245	2059	294.89566	263.78934	1972.8481200174292
LVTR1	mri-esm2-0	ssp245	2060	294.36667	264.1011	720.4102923162282
LVTR1	mri-esm2-0	ssp245	2061	296.25534	263.58893	2296.4551749173215
LVTR1	mri-esm2-0	ssp245	2062	294.2607	265.62195	2621.539658121732
LVTR1	mri-esm2-0	ssp245	2063	294.36563	262.01678	2432.7631316380257
LVTR1	mri-esm2-0	ssp245	2064	295.2712	264.44052	3329.0451006497683
LVTR1	mri-esm2-0	ssp245	2065	295.62955	264.39432	1865.4606873169478
LVTR1	mri-esm2-0	ssp245	2066	294.61325	265.1737	2167.475496599156
LVTR1	mri-esm2-0	ssp245	2067	295.88727	262.73465	2048.3634212286743
LVTR1	mri-esm2-0	ssp245	2068	295.54745	265.52106	1917.284915875618
LVTR1	mri-esm2-0	ssp245	2069	294.3153	265.11462	1762.214059894889
LVTR1	mri-esm2-0	ssp245	2070	295.3591	265.56888	3372.4625772563018
LVTR1	mri-esm2-0	ssp370	2041	293.63205	261.95724	1570.4237365163624
LVTR1	mri-esm2-0	ssp370	2042	296.4225	262.33307	1897.009745787324
LVTR1	mri-esm2-0	ssp370	2043	295.64203	264.63025	1902.0213145718483
LVTR1	mri-esm2-0	ssp370	2044	293.35995	264.142	1755.2632409874673
LVTR1	mri-esm2-0	ssp370	2045	294.52396	263.92615	1628.685162356096
LVTR1	mri-esm2-0	ssp370	2046	294.386	262.95676	2919.7467913850364
LVTR1	mri-esm2-0	ssp370	2047	297.43158	264.12958	2928.5106583032275
LVTR1	mri-esm2-0	ssp370	2048	293.55582	261.71863	1807.6914698816468
LVTR1	mri-esm2-0	ssp370	2049	297.6819	261.5329	2537.6821695535523
LVTR1	mri-esm2-0	ssp370	2050	293.91232	264.56714	2954.275929182737
LVTR1	mri-esm2-0	ssp370	2051	296.92975	264.9172	3297.581577824815
LVTR1	mri-esm2-0	ssp370	2052	295.08804	264.08478	2244.4790078093647
LVTR1	mri-esm2-0	ssp370	2053	296.444	267.05188	2096.6955814975818
LVTR1	mri-esm2-0	ssp370	2054	292.56903	264.35605	2612.1093884110105
LVTR1	mri-esm2-0	ssp370	2055	294.3796	260.94525	2511.7216282523677
LVTR1	mri-esm2-0	ssp370	2056	293.66318	265.09024	1826.3478864915285
LVTR1	mri-esm2-0	ssp370	2057	295.39294	266.9255	2506.9774991366385
LVTR1	mri-esm2-0	ssp370	2058	297.38943	264.18866	2085.883736491084
LVTR1	mri-esm2-0	ssp370	2059	295.06894	263.3605	1976.38032431712
LVTR1	mri-esm2-0	ssp370	2060	291.03687	263.49725	1884.6276907017236
LVTR1	mri-esm2-0	ssp370	2061	295.58438	263.61978	2617.6508629868795
LVTR1	mri-esm2-0	ssp370	2062	293.47943	262.1354	2583.037415239928
LVTR1	mri-esm2-0	ssp370	2063	297.642	264.66635	1068.5606554266828
LVTR1	mri-esm2-0	ssp370	2064	294.99573	264.5495	1967.073279269935
LVTR1	mri-esm2-0	ssp370	2065	293.55008	265.12018	2023.823998030255
LVTR1	mri-esm2-0	ssp370	2066	294.3848	264.87003	2362.525448715266
LVTR1	mri-esm2-0	ssp370	2067	297.60904	264.25613	2375.0491939804606
LVTR1	mri-esm2-0	ssp370	2068	293.4876	264.00168	2222.8593252366095
LVTR1	mri-esm2-0	ssp370	2069	295.069	263.5864	1692.703887924953
LVTR1	mri-esm2-0	ssp370	2070	294.8881	263.18503	2632.8741621225367
SC	access-cm2	ssp245	2041	309.69205	276.1424	977.5168073829263
SC	access-cm2	ssp245	2042	309.42444	273.33585	845.7387615926564
SC	access-cm2	ssp245	2043	311.39987	276.92685	1396.8124076490978
SC	access-cm2	ssp245	2044	309.73535	277.40668	581.4745691895951
SC	access-cm2	ssp245	2045	309.31625	276.61517	1006.6162137765612
SC	access-cm2	ssp245	2046	308.88483	276.2799	1126.1757689528167
SC	access-cm2	ssp245	2047	311.82425	277.37167	904.5596606098072
SC	access-cm2	ssp245	2048	310.7059	276.54242	728.5248768981546
SC	access-cm2	ssp245	2049	312.80487	273.28186	472.85247067920864
SC	access-cm2	ssp245	2050	309.50043	273.7261	1029.6906530856638
SC	access-cm2	ssp245	2051	310.62082	277.04895	538.8423831900582
SC	access-cm2	ssp245	2052	312.84225	276.08884	921.9865588936955
SC	access-cm2	ssp245	2053	311.35297	276.85132	749.5920900022611
SC	access-cm2	ssp245	2054	313.62292	278.12582	414.3966895644553
SC	access-cm2	ssp245	2055	311.00967	276.5683	806.3101055100453
SC	access-cm2	ssp245	2056	312.18402	275.64548	1274.1658552782355
SC	access-cm2	ssp245	2057	312.32858	275.15445	886.0865260474384
SC	access-cm2	ssp245	2058	311.28833	276.49832	1642.9427532675177
SC	access-cm2	ssp245	2059	314.8914	276.71295	1457.8227178193026
SC	access-cm2	ssp245	2060	311.3494	276.6266	655.8644922450185
SC	access-cm2	ssp245	2061	312.4457	277.13098	810.3369444608688
SC	access-cm2	ssp245	2062	308.33505	274.1819	1107.894453406334
SC	access-cm2	ssp245	2063	310.61642	277.62308	758.228910737671
SC	access-cm2	ssp245	2064	312.1871	277.38892	934.2105808172986
SC	access-cm2	ssp245	2065	311.58304	275.94684	1100.4180229268964
SC	access-cm2	ssp245	2066	311.53262	276.90558	558.4787626750767
SC	access-cm2	ssp245	2067	311.97784	274.76672	512.4151667521801
SC	access-cm2	ssp245	2068	310.12823	275.1767	972.0258488086984
SC	access-cm2	ssp245	2069	310.49612	276.9351	1377.68738251176
SC	access-cm2	ssp245	2070	308.66986000000003	277.3279	968.8346929382533
SC	access-cm2	ssp370	2041	309.886	276.11386	615.3719736845233
SC	access-cm2	ssp370	2042	309.99948	276.21628	971.7193334537841
SC	access-cm2	ssp370	2043	310.21072	276.93793	611.6132048133295
SC	access-cm2	ssp370	2044	311.13614	276.98483	1008.790175523601
SC	access-cm2	ssp370	2045	310.0416	276.65137	873.0662888847263
SC	access-cm2	ssp370	2046	309.73773	276.54666	1339.4457169168088
SC	access-cm2	ssp370	2047	310.97104	272.23557	821.4151159278117
SC	access-cm2	ssp370	2048	309.58542	275.16086	698.8321531272959
SC	access-cm2	ssp370	2049	310.33572	277.00348	954.6680251602083
SC	access-cm2	ssp370	2050	312.83987	272.3339	948.9650291623341
SC	access-cm2	ssp370	2051	309.9213	274.56253	930.7779094437137
SC	access-cm2	ssp370	2052	309.3103	277.45926	1195.1582589943189
SC	access-cm2	ssp370	2053	312.1667	275.49808	863.933800952509
SC	access-cm2	ssp370	2054	309.63293	276.42105	418.25256973661453
SC	access-cm2	ssp370	2055	311.52026	275.8965	499.755023457692
SC	access-cm2	ssp370	2056	309.9758	276.0316	584.2792322830064
SC	access-cm2	ssp370	2057	310.72687	275.89932	805.0395409780322
SC	access-cm2	ssp370	2058	312.75574	276.09778	1106.6280878148875
SC	access-cm2	ssp370	2059	310.51468	276.76797	557.5704172952101
SC	access-cm2	ssp370	2060	310.17303	276.81927	701.2512610643171
SC	access-cm2	ssp370	2061	310.32654	277.48572	1111.3982565700808
SC	access-cm2	ssp370	2062	310.8859	278.3214	1161.1623725853622
SC	access-cm2	ssp370	2063	308.05035	275.87964	843.92372667788
SC	access-cm2	ssp370	2064	309.05005	276.62967	1845.1096158474425
SC	access-cm2	ssp370	2065	314.0665	276.88113	1034.0851235668713
SC	access-cm2	ssp370	2066	312.2039	276.12512	955.0296355504543
SC	access-cm2	ssp370	2067	312.62228	275.4078	682.5086697935992
SC	access-cm2	ssp370	2068	309.5896	278.4911	1101.3987596612378
SC	access-cm2	ssp370	2069	310.93552	276.48923	1786.3452883902626
SC	access-cm2	ssp370	2070	312.5812	277.51678	801.6147804446057
SC	cnrm-esm2-1	ssp245	2041	310.26187	275.24173	1356.8596464581503
SC	cnrm-esm2-1	ssp245	2042	310.24692	275.93204	1182.4496225919506
SC	cnrm-esm2-1	ssp245	2043	308.79895	276.03983	831.8904535844691
SC	cnrm-esm2-1	ssp245	2044	310.0582	275.88828	608.5201953188516
SC	cnrm-esm2-1	ssp245	2045	308.6418	274.93768	1098.5726987477183
SC	cnrm-esm2-1	ssp245	2046	310.89496	276.5786	644.0130861243233
SC	cnrm-esm2-1	ssp245	2047	310.2563	275.02313	1146.2511875360774
SC	cnrm-esm2-1	ssp245	2048	310.0308	276.16104	564.8874208331108
SC	cnrm-esm2-1	ssp245	2049	308.14514	276.86130000000003	973.3336350414885
SC	cnrm-esm2-1	ssp245	2050	310.57956	276.7462	838.5146775806717
SC	cnrm-esm2-1	ssp245	2051	310.38168	277.29745	827.2757066879394
SC	cnrm-esm2-1	ssp245	2052	309.5448	277.00824	1198.7908102339081
SC	cnrm-esm2-1	ssp245	2053	308.8103	274.90594	800.7503991946578
SC	cnrm-esm2-1	ssp245	2054	309.98245	273.58804	1418.2647499255613
SC	cnrm-esm2-1	ssp245	2055	311.93988	276.1236	1381.0064555494591
SC	cnrm-esm2-1	ssp245	2056	310.28787	275.02423	754.2643534659711
SC	cnrm-esm2-1	ssp245	2057	309.28024	275.12335	413.2196625927463
SC	cnrm-esm2-1	ssp245	2058	306.9778	275.77478	1172.150380024662
SC	cnrm-esm2-1	ssp245	2059	309.45926	278.68976	1266.4845718187214
SC	cnrm-esm2-1	ssp245	2060	310.0193	275.29926	1439.5805990905078
SC	cnrm-esm2-1	ssp245	2061	310.19818	277.59537	874.7231990324508
SC	cnrm-esm2-1	ssp245	2062	309.35153	274.03235	889.351485282519
SC	cnrm-esm2-1	ssp245	2063	310.94818	277.0502	937.4548060790137
SC	cnrm-esm2-1	ssp245	2064	310.6288	274.71555	1014.7455722093359
SC	cnrm-esm2-1	ssp245	2065	309.12512	275.23666	528.9295880589634
SC	cnrm-esm2-1	ssp245	2066	309.84955	278.39804	994.6560197335023
SC	cnrm-esm2-1	ssp245	2067	310.1533	275.32422	1146.3196743904984
SC	cnrm-esm2-1	ssp245	2068	310.50204	276.33484	940.6570920691537
SC	cnrm-esm2-1	ssp245	2069	309.846	276.63184	499.8442226758925
SC	cnrm-esm2-1	ssp245	2070	311.10623	277.80267	704.0026646805927
SC	cnrm-esm2-1	ssp370	2041	310.95822	276.129	849.3710838490864
SC	cnrm-esm2-1	ssp370	2042	307.24545	274.88382	851.7641362734139
SC	cnrm-esm2-1	ssp370	2043	308.4881	274.82428	869.5665737846866
SC	cnrm-esm2-1	ssp370	2044	309.95108	276.02914	714.0410802327096
SC	cnrm-esm2-1	ssp370	2045	309.93466	274.26245	1326.2876965105243
SC	cnrm-esm2-1	ssp370	2046	308.23428	277.44366	740.3120975443017
SC	cnrm-esm2-1	ssp370	2047	308.71014	273.4579	748.430423719401
SC	cnrm-esm2-1	ssp370	2048	307.43146	275.69608	1079.0744829922874
SC	cnrm-esm2-1	ssp370	2049	309.91132	278.2233	918.9554903539636
SC	cnrm-esm2-1	ssp370	2050	308.4428	276.23965	1080.106264888282
SC	cnrm-esm2-1	ssp370	2051	310.02142	276.80878	1099.1677884652586
SC	cnrm-esm2-1	ssp370	2052	309.30457	275.6637	852.9139480436957
SC	cnrm-esm2-1	ssp370	2053	310.47855	277.9325	1073.45510912996
SC	cnrm-esm2-1	ssp370	2054	308.57745	277.27948	1043.4361082268497
SC	cnrm-esm2-1	ssp370	2055	311.48184	274.993	953.1825788318847
SC	cnrm-esm2-1	ssp370	2056	310.86813	276.25446	1085.7401708882667
SC	cnrm-esm2-1	ssp370	2057	309.70255	273.84586	1102.6039136806503
SC	cnrm-esm2-1	ssp370	2058	310.5846	277.108	516.4333887398243
SC	cnrm-esm2-1	ssp370	2059	309.0838	276.03665	880.1906322041618
SC	cnrm-esm2-1	ssp370	2060	309.87997	276.3006	1353.5601666429664
SC	cnrm-esm2-1	ssp370	2061	311.50455	276.0879	751.0699968610425
SC	cnrm-esm2-1	ssp370	2062	310.60593	277.4268	973.8617398892419
SC	cnrm-esm2-1	ssp370	2063	309.91473	276.60065	1094.845318794215
SC	cnrm-esm2-1	ssp370	2064	311.1771	275.08832	1046.1929088196352
SC	cnrm-esm2-1	ssp370	2065	310.0919	278.2016	420.65462923128507
SC	cnrm-esm2-1	ssp370	2066	310.93735	275.41177	1102.2044990735562
SC	cnrm-esm2-1	ssp370	2067	311.06058	278.21613	1016.7044229805439
SC	cnrm-esm2-1	ssp370	2068	310.42264	276.67145	1084.8741067224169
SC	cnrm-esm2-1	ssp370	2069	309.73108	278.7149	1312.0745582039965
SC	cnrm-esm2-1	ssp370	2070	310.75363	277.4584	483.86507565155625
SC	ec-earth3-veg	ssp245	2041	310.4431	274.49695	662.8348829224706
SC	ec-earth3-veg	ssp245	2042	310.30383	277.76822	1267.8415540605783
SC	ec-earth3-veg	ssp245	2043	307.82156	277.07086	1268.2137159048425
SC	ec-earth3-veg	ssp245	2044	309.2206	276.0159	983.709588367492
SC	ec-earth3-veg	ssp245	2045	309.04904	275.823	777.7749944943935
SC	ec-earth3-veg	ssp245	2046	309.40417	275.49036	772.4039300344884
SC	ec-earth3-veg	ssp245	2047	310.07486	277.08575	724.2731015015829
SC	ec-earth3-veg	ssp245	2048	311.84406	277.3276	985.6451419531368
SC	ec-earth3-veg	ssp245	2049	309.26724	276.3985	822.2112903837115
SC	ec-earth3-veg	ssp245	2050	311.00003	275.7197	1099.7781639452965
SC	ec-earth3-veg	ssp245	2051	309.1212	277.30048	1018.3619877614547
SC	ec-earth3-veg	ssp245	2052	309.7943	278.0409	973.0101361172217
SC	ec-earth3-veg	ssp245	2053	308.34775	278.84775	733.4885733202051
SC	ec-earth3-veg	ssp245	2054	310.59372	274.93832	426.7025487497449
SC	ec-earth3-veg	ssp245	2055	308.80536	276.02158	455.73327069869265
SC	ec-earth3-veg	ssp245	2056	309.30402	277.4671	1112.9480908450205
SC	ec-earth3-veg	ssp245	2057	309.00067	275.86948	883.1611949019134
SC	ec-earth3-veg	ssp245	2058	308.47934	278.0556	739.8390390218992
SC	ec-earth3-veg	ssp245	2059	309.7718	277.6552	600.9872143389657
SC	ec-earth3-veg	ssp245	2060	312.31305	276.44073	754.8102528322488
SC	ec-earth3-veg	ssp245	2061	311.54825	273.24368	1142.4273416865349
SC	ec-earth3-veg	ssp245	2062	309.21057	276.30014	595.2032994478941
SC	ec-earth3-veg	ssp245	2063	308.24347	277.44446	716.9550750637219
SC	ec-earth3-veg	ssp245	2064	311.50586	276.0164	1306.7692661192264
SC	ec-earth3-veg	ssp245	2065	311.71832	276.74136	657.6089004054666
SC	ec-earth3-veg	ssp245	2066	310.89813	276.92664	1713.719324441605
SC	ec-earth3-veg	ssp245	2067	309.2789	277.32135	1455.2584163553383
SC	ec-earth3-veg	ssp245	2068	308.39468	276.54886	1042.620375752449
SC	ec-earth3-veg	ssp245	2069	311.03314	277.4718	791.857449291274
SC	ec-earth3-veg	ssp245	2070	310.44754	275.77753	1243.21041628716
SC	ec-earth3-veg	ssp370	2041	310.07544	273.131	696.6391604393721
SC	ec-earth3-veg	ssp370	2042	311.61313	271.2795	1160.771651007217
SC	ec-earth3-veg	ssp370	2043	308.8401	277.86273	1585.5230228276805
SC	ec-earth3-veg	ssp370	2044	310.47986	275.9938	1413.3073018979999
SC	ec-earth3-veg	ssp370	2045	310.2774	272.7608	663.9485187391983
SC	ec-earth3-veg	ssp370	2046	309.91876	273.82846	823.4400075830957
SC	ec-earth3-veg	ssp370	2047	307.5938	271.9881	853.4184523857963
SC	ec-earth3-veg	ssp370	2048	308.82727	277.52075	1001.9275411264812
SC	ec-earth3-veg	ssp370	2049	308.76324	274.49213	905.3699018899281
SC	ec-earth3-veg	ssp370	2050	309.84787	275.05252	1089.2956393304805
SC	ec-earth3-veg	ssp370	2051	309.37808	274.61545	414.45847115828656
SC	ec-earth3-veg	ssp370	2052	307.84488	277.4194	1406.5951076801605
SC	ec-earth3-veg	ssp370	2053	310.76877	276.74377	1304.6015902887707
SC	ec-earth3-veg	ssp370	2054	310.55762	275.66257	693.9890009933151
SC	ec-earth3-veg	ssp370	2055	309.69983	277.11682	1429.1466261260148
SC	ec-earth3-veg	ssp370	2056	306.40823	274.31918	884.1845371120144
SC	ec-earth3-veg	ssp370	2057	312.2307	274.4445	628.312026601634
SC	ec-earth3-veg	ssp370	2058	309.26718	273.807	1072.7523436769577
SC	ec-earth3-veg	ssp370	2059	309.74823	272.06406	1145.744391437595
SC	ec-earth3-veg	ssp370	2060	310.42108	277.23538	1325.6860831315507
SC	ec-earth3-veg	ssp370	2061	309.86057	278.6451	1113.6188314296091
SC	ec-earth3-veg	ssp370	2062	311.5361	276.68784	724.1007882286794
SC	ec-earth3-veg	ssp370	2063	308.72293	277.17343	1169.8525848914753
SC	ec-earth3-veg	ssp370	2064	309.00977	278.30722	934.0154057135696
SC	ec-earth3-veg	ssp370	2065	311.8871	276.41348	1027.3008991498475
SC	ec-earth3-veg	ssp370	2066	309.5012	278.21017	1315.1786766014807
SC	ec-earth3-veg	ssp370	2067	308.7113	278.03833	1226.7420963384118
SC	ec-earth3-veg	ssp370	2068	310.78586	277.0862	990.4388573078663
SC	ec-earth3-veg	ssp370	2069	311.13913	276.69202	884.4051940133656
SC	ec-earth3-veg	ssp370	2070	313.2493	276.9937	470.7788030267693
SC	miroc6	ssp245	2041	309.836	273.98947	627.0367115736008
SC	miroc6	ssp245	2042	307.65326	277.6436	1433.2857746165023
SC	miroc6	ssp245	2043	308.09766	276.17493	1077.1552354563028
SC	miroc6	ssp245	2044	308.8707	276.09442	1088.7763243914196
SC	miroc6	ssp245	2045	311.92938	275.0168	344.51189681421965
SC	miroc6	ssp245	2046	311.78052	274.62772	808.8373888749629
SC	miroc6	ssp245	2047	307.9781	277.15442	688.7977374717593
SC	miroc6	ssp245	2048	308.47073	276.2956	1442.6719638984532
SC	miroc6	ssp245	2049	307.57074	274.79135	956.0360869159562
SC	miroc6	ssp245	2050	310.8838	274.22223	562.6510217785835
SC	miroc6	ssp245	2051	310.36908	275.54593	574.9751027236925
SC	miroc6	ssp245	2052	308.70715	276.23358	1137.573392810003
SC	miroc6	ssp245	2053	309.42145	276.9765	867.6324997096842
SC	miroc6	ssp245	2054	308.77487	275.8378	756.0988720622718
SC	miroc6	ssp245	2055	310.29413	277.65054	964.6627929469078
SC	miroc6	ssp245	2056	308.89166	274.97372	789.3385249888524
SC	miroc6	ssp245	2057	310.357	275.22107	974.7299599461039
SC	miroc6	ssp245	2058	309.14612	275.38083	1257.768721575847
SC	miroc6	ssp245	2059	309.09607	276.246	893.5246868000831
SC	miroc6	ssp245	2060	307.55887	277.04993	2038.0773248383518
SC	miroc6	ssp245	2061	309.4318	274.9409	292.6375547423959
SC	miroc6	ssp245	2062	311.9604	274.04758	568.3316186070442
SC	miroc6	ssp245	2063	312.74777	272.6995	614.2401869874448
SC	miroc6	ssp245	2064	312.95035	277.01007	742.3019056208432
SC	miroc6	ssp245	2065	310.65506	276.39856	871.7306352336793
SC	miroc6	ssp245	2066	307.656	276.9056	1022.995885787506
SC	miroc6	ssp245	2067	312.3222	274.66934	383.04720756132156
SC	miroc6	ssp245	2068	312.43552	275.07672	538.4413726162165
SC	miroc6	ssp245	2069	314.09375	275.3153	856.8215281236843
SC	miroc6	ssp245	2070	313.17752	276.28537	478.2041000202298
SC	miroc6	ssp370	2041	313.89365	274.03595	472.59550353046507
SC	miroc6	ssp370	2042	309.68503	275.74384	735.4675532318652
SC	miroc6	ssp370	2043	311.1171	275.56522	483.4485129278619
SC	miroc6	ssp370	2044	313.30475	271.35028	426.25584810739383
SC	miroc6	ssp370	2045	310.00726	277.3545	899.8289778479225
SC	miroc6	ssp370	2046	308.58582	277.05115	795.9112265263684
SC	miroc6	ssp370	2047	309.4803	275.90973	630.2939095068723
SC	miroc6	ssp370	2048	309.11130000000003	276.71094	811.2839636276321
SC	miroc6	ssp370	2049	309.72592	277.69232	838.8089857347873
SC	miroc6	ssp370	2050	309.4773	276.05646	768.6817706937072
SC	miroc6	ssp370	2051	308.82227	275.76535	1283.8814690709114
SC	miroc6	ssp370	2052	307.79153	277.14148	1455.6405912997043
SC	miroc6	ssp370	2053	309.99722	276.59924	978.1857615220298
SC	miroc6	ssp370	2054	311.99377	277.54767	868.8018430955531
SC	miroc6	ssp370	2055	309.37787	276.50644	1503.89468302015
SC	miroc6	ssp370	2056	308.79025	277.4448	1100.9673653301156
SC	miroc6	ssp370	2057	309.7428	276.10477	915.1483353227026
SC	miroc6	ssp370	2058	312.87704	275.48447	582.8657649883098
SC	miroc6	ssp370	2059	313.24884	273.78177	671.9638127367944
SC	miroc6	ssp370	2060	310.79178	276.02863	566.857839259319
SC	miroc6	ssp370	2061	309.01984	277.54678	960.8767522964415
SC	miroc6	ssp370	2062	312.46582	276.9955	396.9533714465797
SC	miroc6	ssp370	2063	309.74075	274.11633	971.9502199441195
SC	miroc6	ssp370	2064	310.70105	275.6483	1025.7256681797837
SC	miroc6	ssp370	2065	308.9684	274.86612	1010.9732320415656
SC	miroc6	ssp370	2066	312.97903	275.69687	589.8496289039031
SC	miroc6	ssp370	2067	312.61655	275.9195	509.7815982881002
SC	miroc6	ssp370	2068	310.6273	274.37817	863.33876089775
