population	model	experiment	year	tasmax	tasmin	ppt
CP3	miroc6	ssp370	2053	297.44635	266.55923	1229.9693771637897
CP3	miroc6	ssp370	2054	300.5955	265.9643	1229.3909460073307
CP3	miroc6	ssp370	2055	297.36578	265.4173	2012.7713384571819
CP3	miroc6	ssp370	2056	296.68573	266.67258	1461.9256288278712
CP3	miroc6	ssp370	2057	297.39172	266.16824	1315.6927048810423
CP3	miroc6	ssp370	2058	301.2314	266.33762	711.684162428719
CP3	miroc6	ssp370	2059	301.4371	262.59415	993.8740838784724
CP3	miroc6	ssp370	2060	299.01874	265.3428	855.0811550637975
CP3	miroc6	ssp370	2061	298.02298	267.06735	1482.2597282007205
CP3	miroc6	ssp370	2062	300.72562	265.45493	639.2165093449861
CP3	miroc6	ssp370	2063	298.80548	261.75427	1437.6966614741684
CP3	miroc6	ssp370	2064	299.12527	265.56772	1653.3783798571515
CP3	miroc6	ssp370	2065	297.50507	264.2238	1177.3188675055212
CP3	miroc6	ssp370	2066	300.5732	265.3288	855.2147138281589
CP3	miroc6	ssp370	2067	301.15567	264.98105	783.29230514355
CP3	miroc6	ssp370	2068	299.07413	262.35358	1017.8590821364132
CP3	miroc6	ssp370	2069	298.9282	268.84344	990.0667290959973
CP3	miroc6	ssp370	2070	299.4025	266.7195	993.8713726994831
CP3	mpi-esm1-2-hr	ssp245	2041	295.92953	262.40808	1566.464401222723
CP3	mpi-esm1-2-hr	ssp245	2042	296.80853	262.3577	1335.288585629312
CP3	mpi-esm1-2-hr	ssp245	2043	299.8273	264.69925	529.3577189091593
CP3	mpi-esm1-2-hr	ssp245	2044	298.1814	263.91913	935.8464936492965
CP3	mpi-esm1-2-hr	ssp245	2045	296.0799	262.75702	1454.650381626539
CP3	mpi-esm1-2-hr	ssp245	2046	295.9125	265.97537	1244.4069975055502
CP3	mpi-esm1-2-hr	ssp245	2047	297.1807	263.56348	1341.3900892599383
CP3	mpi-esm1-2-hr	ssp245	2048	297.97787	265.83118	1781.0457923914691
CP3	mpi-esm1-2-hr	ssp245	2049	298.77734	263.14423	787.3095560353249
CP3	mpi-esm1-2-hr	ssp245	2050	299.98428	266.37045	530.5066226050258
CP3	mpi-esm1-2-hr	ssp245	2051	296.4146	263.65353	1909.6855153329152
CP3	mpi-esm1-2-hr	ssp245	2052	298.30392	264.73294	1340.3424287913158
CP3	mpi-esm1-2-hr	ssp245	2053	297.8981	264.601	1845.799283450429
CP3	mpi-esm1-2-hr	ssp245	2054	298.79367	263.4827	1005.4947121068834
CP3	mpi-esm1-2-hr	ssp245	2055	295.82465	264.90457	622.9215451749042
CP3	mpi-esm1-2-hr	ssp245	2056	297.89514	266.038	768.3470256160792
CP3	mpi-esm1-2-hr	ssp245	2057	297.44327	263.50208	858.2128490321338
CP3	mpi-esm1-2-hr	ssp245	2058	298.43497	263.7863	1193.4878384694257
CP3	mpi-esm1-2-hr	ssp245	2059	296.39767	267.6414	820.0571674620733
CP3	mpi-esm1-2-hr	ssp245	2060	297.84164	262.2624	1224.7995871352005
CP3	mpi-esm1-2-hr	ssp245	2061	298.13992	259.82013	1231.8039751262147
CP3	mpi-esm1-2-hr	ssp245	2062	297.66174	262.72955	1201.0881819762135
CP3	mpi-esm1-2-hr	ssp245	2063	295.20938	260.92642	1542.5917114829438
CP3	mpi-esm1-2-hr	ssp245	2064	296.251	263.49997	968.977247737345
CP3	mpi-esm1-2-hr	ssp245	2065	298.25793	266.34042	1236.1126613337326
CP3	mpi-esm1-2-hr	ssp245	2066	299.61734	264.99942	1380.1538641797274
CP3	mpi-esm1-2-hr	ssp245	2067	299.22235	266.06873	1149.1138549055663
CP3	mpi-esm1-2-hr	ssp245	2068	297.77603	266.33524	680.270046601072
CP3	mpi-esm1-2-hr	ssp245	2069	299.34543	262.334	1219.025815080362
CP3	mpi-esm1-2-hr	ssp245	2070	297.7027	266.72787	1178.5122721921239
CP3	mpi-esm1-2-hr	ssp370	2041	299.82068	264.45673	1252.5635729077767
CP3	mpi-esm1-2-hr	ssp370	2042	296.66647	263.26334	1144.8374334722757
CP3	mpi-esm1-2-hr	ssp370	2043	296.9789	260.99005	1471.8851440585868
CP3	mpi-esm1-2-hr	ssp370	2044	298.76752	262.85355	1012.0129904709756
CP3	mpi-esm1-2-hr	ssp370	2045	297.22888	263.95544	1816.305802809028
CP3	mpi-esm1-2-hr	ssp370	2046	298.24677	264.3626	1252.5781731353986
CP3	mpi-esm1-2-hr	ssp370	2047	296.23856	262.49124	1147.8043694514565
CP3	mpi-esm1-2-hr	ssp370	2048	297.01135	262.8978	908.8001261930763
CP3	mpi-esm1-2-hr	ssp370	2049	298.28177	263.1862	812.2422411572188
CP3	mpi-esm1-2-hr	ssp370	2050	297.04175	266.4768	893.2415038347244
CP3	mpi-esm1-2-hr	ssp370	2051	299.30652	266.161	1102.1214718697274
CP3	mpi-esm1-2-hr	ssp370	2052	297.69382	263.3852	1301.157075050263
CP3	mpi-esm1-2-hr	ssp370	2053	300.40466	265.94687	1309.2436202801546
CP3	mpi-esm1-2-hr	ssp370	2054	299.19556	265.1155	1212.1415361994714
CP3	mpi-esm1-2-hr	ssp370	2055	294.9882	260.5211	1748.4765028639115
CP3	mpi-esm1-2-hr	ssp370	2056	297.63956	264.76782	1028.6481240705891
CP3	mpi-esm1-2-hr	ssp370	2057	297.17838	264.53067	1541.4315330795848
CP3	mpi-esm1-2-hr	ssp370	2058	296.73083	264.58203	1203.221105493113
CP3	mpi-esm1-2-hr	ssp370	2059	295.53308	265.72278	1254.1585200000327
CP3	mpi-esm1-2-hr	ssp370	2060	299.03607	265.63937	1030.2571263571533
CP3	mpi-esm1-2-hr	ssp370	2061	297.98328	264.4024	1115.8827354898608
CP3	mpi-esm1-2-hr	ssp370	2062	298.90417	265.31448	1185.9895151923129
CP3	mpi-esm1-2-hr	ssp370	2063	296.32068	265.85236	990.7399922667537
CP3	mpi-esm1-2-hr	ssp370	2064	298.51202	263.9279	1325.222465163084
CP3	mpi-esm1-2-hr	ssp370	2065	298.0031	266.02423	721.538111648988
CP3	mpi-esm1-2-hr	ssp370	2066	297.51715	264.095	1079.6059264437454
CP3	mpi-esm1-2-hr	ssp370	2067	298.87344	266.7771	1282.1620504022544
CP3	mpi-esm1-2-hr	ssp370	2068	298.2811	265.46753	1487.5259451102145
CP3	mpi-esm1-2-hr	ssp370	2069	297.6913	263.34256	940.4407588939605
CP3	mpi-esm1-2-hr	ssp370	2070	297.4706	264.9575	1221.340206696175
CP3	mri-esm2-0	ssp245	2041	298.0649	261.5813	1259.4276462681566
CP3	mri-esm2-0	ssp245	2042	300.00885	262.4743	1325.3323883749545
CP3	mri-esm2-0	ssp245	2043	297.64706	265.914	1366.0070967161937
CP3	mri-esm2-0	ssp245	2044	297.002	268.98077	863.6464596726
CP3	mri-esm2-0	ssp245	2045	297.20584	266.06717	1754.7118450049193
CP3	mri-esm2-0	ssp245	2046	299.0624	266.36456	1772.3393277846817
CP3	mri-esm2-0	ssp245	2047	296.13333	260.78503	1557.271353935334
CP3	mri-esm2-0	ssp245	2048	298.9825	260.91437	1053.545029833891
CP3	mri-esm2-0	ssp245	2049	297.56717	267.3259	795.7370051066358
CP3	mri-esm2-0	ssp245	2050	296.95822	263.93167	1161.005681811342
CP3	mri-esm2-0	ssp245	2051	295.75452	263.9231	1237.8094383340645
CP3	mri-esm2-0	ssp245	2052	298.72647	265.51028	829.3372399639338
CP3	mri-esm2-0	ssp245	2053	297.10504	265.7845	1134.7603255096992
CP3	mri-esm2-0	ssp245	2054	297.2171	265.32794	1652.8025094768607
CP3	mri-esm2-0	ssp245	2055	297.8313	265.07364	747.3962673218629
CP3	mri-esm2-0	ssp245	2056	296.0551	266.52905	1010.4365078732224
CP3	mri-esm2-0	ssp245	2057	298.39023	263.68027	1663.872744329249
CP3	mri-esm2-0	ssp245	2058	296.95975	264.91794	1145.4843194223856
CP3	mri-esm2-0	ssp245	2059	297.58148	264.7383	1238.8504158588682
CP3	mri-esm2-0	ssp245	2060	299.57874	265.1043	352.78400669340044
CP3	mri-esm2-0	ssp245	2061	300.32245	265.98032	1168.816197244425
CP3	mri-esm2-0	ssp245	2062	297.428	266.85687	1298.1047046370643
CP3	mri-esm2-0	ssp245	2063	298.5375	263.30017	1033.9272870914801
CP3	mri-esm2-0	ssp245	2064	298.5821	265.45425	1711.7478417232178
CP3	mri-esm2-0	ssp245	2065	297.59998	265.86594	1688.7377799488488
CP3	mri-esm2-0	ssp245	2066	299.0812	266.45465	1197.0140887365774
CP3	mri-esm2-0	ssp245	2067	297.87604	263.03378	971.4988673455056
CP3	mri-esm2-0	ssp245	2068	298.96213	265.67395	1100.2118784002812
CP3	mri-esm2-0	ssp245	2069	299.01685	266.32312	786.7769651929611
CP3	mri-esm2-0	ssp245	2070	298.58014	265.30023	1982.039279019203
CP3	mri-esm2-0	ssp370	2041	297.96542	261.9743	1084.173674241174
CP3	mri-esm2-0	ssp370	2042	299.16797	263.2653	964.760762674264
CP3	mri-esm2-0	ssp370	2043	297.4548	265.89856	937.8513756062603
CP3	mri-esm2-0	ssp370	2044	297.09412	265.67285	999.7980419837404
CP3	mri-esm2-0	ssp370	2045	298.86496	265.62497	798.6698882945348
CP3	mri-esm2-0	ssp370	2046	297.57715	263.99884	1748.8395514315507
CP3	mri-esm2-0	ssp370	2047	299.6783	266.08713	1873.1624887324463
CP3	mri-esm2-0	ssp370	2048	298.34027	262.68973	715.4949111747555
CP3	mri-esm2-0	ssp370	2049	300.11774	264.29727	1603.577695693755
CP3	mri-esm2-0	ssp370	2050	296.10043	264.98456	1782.267744373506
CP3	mri-esm2-0	ssp370	2051	299.25558	265.72256	1784.329178323917
CP3	mri-esm2-0	ssp370	2052	297.74133	265.17514	972.2587391763227
CP3	mri-esm2-0	ssp370	2053	297.53918	267.42972	998.9161821082204
CP3	mri-esm2-0	ssp370	2054	296.31387	265.19724	1236.4195260568288
CP3	mri-esm2-0	ssp370	2055	297.65433	261.4932	1422.674615867406
CP3	mri-esm2-0	ssp370	2056	298.1426	265.53986	1145.0602377386338
CP3	mri-esm2-0	ssp370	2057	298.965	267.0783	1359.7662999992788
CP3	mri-esm2-0	ssp370	2058	300.83313	265.8978	1307.834624452493
CP3	mri-esm2-0	ssp370	2059	298.37094	264.09274	1094.2895634099455
CP3	mri-esm2-0	ssp370	2060	295.66656	263.30588	960.5501400190162
CP3	mri-esm2-0	ssp370	2061	298.965	264.61588	1649.8369939159297
CP3	mri-esm2-0	ssp370	2062	296.9032	262.78574	1211.928585357964
CP3	mri-esm2-0	ssp370	2063	299.4595	266.29962	614.753960352391
CP3	mri-esm2-0	ssp370	2064	299.51074	266.07248	1304.6357595361494
CP3	mri-esm2-0	ssp370	2065	298.282	267.02673	875.9677096037194
CP3	mri-esm2-0	ssp370	2066	298.04108	265.1281	1317.5563376513076
CP3	mri-esm2-0	ssp370	2067	300.0973	264.241	1132.4288908391861
CP3	mri-esm2-0	ssp370	2068	298.32086	264.74283	935.1590583566494
CP3	mri-esm2-0	ssp370	2069	298.8641	264.49265	1038.1232139654069
CP3	mri-esm2-0	ssp370	2070	298.31985	263.67242	1859.3015550635344
DPR	access-cm2	ssp245	2041	306.9664	274.4963	1704.5119098387322
DPR	access-cm2	ssp245	2042	306.74542	270.93356	1629.1546616702979
DPR	access-cm2	ssp245	2043	308.29355	275.42233	2521.691477112396
DPR	access-cm2	ssp245	2044	307.17273	276.0506	1149.1655467834585
DPR	access-cm2	ssp245	2045	306.93405	274.25586	1792.674037255292
DPR	access-cm2	ssp245	2046	306.0369	274.07254	2087.1912281261116
DPR	access-cm2	ssp245	2047	309.47357	275.7761	1688.614289840856
DPR	access-cm2	ssp245	2048	307.44437	276.32965	1437.204053252911
DPR	access-cm2	ssp245	2049	309.62955	272.08786	1031.9909253069998
DPR	access-cm2	ssp245	2050	306.82425	270.55066	1970.0078872963204
DPR	access-cm2	ssp245	2051	307.48804	276.55505	1170.5832900566543
DPR	access-cm2	ssp245	2052	309.55826	274.90497	1740.1744075119057
DPR	access-cm2	ssp245	2053	308.35742	274.69974	1422.1960477530715
DPR	access-cm2	ssp245	2054	310.13568	276.7923	828.6153122818912
DPR	access-cm2	ssp245	2055	307.8283	275.0364	1612.1144635369492
DPR	access-cm2	ssp245	2056	309.64633	274.30356	2207.564407191211
DPR	access-cm2	ssp245	2057	309.13254	273.6939	1516.4902109565037
DPR	access-cm2	ssp245	2058	308.9509	275.2425	2752.838557446316
DPR	access-cm2	ssp245	2059	311.2757	274.79224	2942.6471814047013
DPR	access-cm2	ssp245	2060	308.25143	275.40445	1165.2610728662494
DPR	access-cm2	ssp245	2061	309.4811	276.22174	1547.4736045114455
DPR	access-cm2	ssp245	2062	306.15952	273.64783	1945.781884621804
DPR	access-cm2	ssp245	2063	307.4382	276.41504	1650.3226895816151
DPR	access-cm2	ssp245	2064	309.0832	276.0623	1626.594931539116
DPR	access-cm2	ssp245	2065	308.3525	274.20236	2099.456311971841
DPR	access-cm2	ssp245	2066	308.69125	276.05692	1064.5328354788944
DPR	access-cm2	ssp245	2067	309.07938	273.8768	1019.3436126108281
DPR	access-cm2	ssp245	2068	308.0731	273.27786	1616.0939600318488
DPR	access-cm2	ssp245	2069	308.16272	274.82425	2348.489080974789
DPR	access-cm2	ssp245	2070	306.65704	275.48984	1729.9230046570092
DPR	access-cm2	ssp370	2041	307.1465	274.5012	1226.4283379190351
DPR	access-cm2	ssp370	2042	307.13486	273.76337	1611.5630552172597
DPR	access-cm2	ssp370	2043	306.76828	274.69293	1186.33717977205
DPR	access-cm2	ssp370	2044	307.96902	275.055	1800.179156474681
DPR	access-cm2	ssp370	2045	307.25882	274.45322	1406.6563513129827
DPR	access-cm2	ssp370	2046	307.46002	275.15994	2373.672959790507
DPR	access-cm2	ssp370	2047	308.15866	270.33908	1554.1608155239217
DPR	access-cm2	ssp370	2048	306.32376	273.11813	1344.8288326151328
DPR	access-cm2	ssp370	2049	307.59384	275.67548	1880.364760570223
DPR	access-cm2	ssp370	2050	309.2926	271.0071	1661.3413508981375
DPR	access-cm2	ssp370	2051	306.9974	272.88477	1685.5549887986444
DPR	access-cm2	ssp370	2052	306.56506	275.699	2693.100339174235
DPR	access-cm2	ssp370	2053	308.7159	273.42017	1675.9959183632957
DPR	access-cm2	ssp370	2054	306.975	275.71637	942.5642925314523
DPR	access-cm2	ssp370	2055	308.0018	274.85233	1012.3581980005655
DPR	access-cm2	ssp370	2056	307.26865	274.74976	818.6115431366488
DPR	access-cm2	ssp370	2057	307.26483	274.74265	1520.1388754881814
DPR	access-cm2	ssp370	2058	309.50217	274.59375	1832.9875010763794
DPR	access-cm2	ssp370	2059	307.6561	275.57913	1208.032569003976
DPR	access-cm2	ssp370	2060	307.64282	276.19156	1551.440882077401
DPR	access-cm2	ssp370	2061	307.66904	276.08395	1858.841166982844
DPR	access-cm2	ssp370	2062	308.0131	276.32953	2091.6816087439156
DPR	access-cm2	ssp370	2063	305.34103	274.31113	1566.42595846204
DPR	access-cm2	ssp370	2064	306.34702	274.59247	2981.1375366523225
DPR	access-cm2	ssp370	2065	311.37485	274.4623	1971.3367374613529
DPR	access-cm2	ssp370	2066	309.13904	274.64044	1729.961623437655
DPR	access-cm2	ssp370	2067	309.41666	273.92297	1452.3336357436715
DPR	access-cm2	ssp370	2068	307.00006	277.81067	2271.8960453799687
DPR	access-cm2	ssp370	2069	308.27283	273.85788	3431.1255580744837
DPR	access-cm2	ssp370	2070	310.08035	276.3049	1529.8912425641593
DPR	cnrm-esm2-1	ssp245	2041	307.43576	272.845	2167.833403497918
DPR	cnrm-esm2-1	ssp245	2042	307.2171	274.77454	1993.1627000332287
DPR	cnrm-esm2-1	ssp245	2043	305.58572	275.71942	1558.2686761510392
DPR	cnrm-esm2-1	ssp245	2044	306.74945	274.01328	1221.339657360644
DPR	cnrm-esm2-1	ssp245	2045	305.89288	273.56293	2202.4257349781433
DPR	cnrm-esm2-1	ssp245	2046	307.32278	274.85794	1174.836623249545
DPR	cnrm-esm2-1	ssp245	2047	307.3757	273.50418	2250.9238354774025
DPR	cnrm-esm2-1	ssp245	2048	306.73465	274.73804	1053.1787429703027
DPR	cnrm-esm2-1	ssp245	2049	305.07553	276.23746	1852.7732550340863
DPR	cnrm-esm2-1	ssp245	2050	307.26053	275.1821	1445.5210419371328
DPR	cnrm-esm2-1	ssp245	2051	307.22958	275.1458	1629.9493063241193
DPR	cnrm-esm2-1	ssp245	2052	306.2991	273.63577	2350.7206910289606
DPR	cnrm-esm2-1	ssp245	2053	305.61227	273.81262	1365.9285666653345
DPR	cnrm-esm2-1	ssp245	2054	306.81876	272.00922	2396.0666892234785
DPR	cnrm-esm2-1	ssp245	2055	309.1465	274.37332	2425.4774370230402
DPR	cnrm-esm2-1	ssp245	2056	307.16034	273.13293	1435.7319291215317
DPR	cnrm-esm2-1	ssp245	2057	306.06796	272.90152	889.6671883296221
DPR	cnrm-esm2-1	ssp245	2058	304.52917	274.1606	2157.6090913731086
DPR	cnrm-esm2-1	ssp245	2059	306.62878	276.48032	2829.647989984295
DPR	cnrm-esm2-1	ssp245	2060	307.65817	273.27283	2425.370868248835
DPR	cnrm-esm2-1	ssp245	2061	307.16306	275.28745	1932.8970897942556
DPR	cnrm-esm2-1	ssp245	2062	306.40356	271.58057	1383.8976215338248
DPR	cnrm-esm2-1	ssp245	2063	307.5614	276.216	1506.293374526972
DPR	cnrm-esm2-1	ssp245	2064	307.11612	272.12994	1959.2833580157803
DPR	cnrm-esm2-1	ssp245	2065	306.61627	273.5139	986.7852097609782
DPR	cnrm-esm2-1	ssp245	2066	306.81793	275.99948	2044.0542506519425
DPR	cnrm-esm2-1	ssp245	2067	307.23627	274.21814	1877.1174436434871
DPR	cnrm-esm2-1	ssp245	2068	307.32678	274.6845	1845.7194266491056
DPR	cnrm-esm2-1	ssp245	2069	306.19418	275.04132	1027.7056114864276
DPR	cnrm-esm2-1	ssp245	2070	307.88943	276.39413	1301.0473894653483
DPR	cnrm-esm2-1	ssp370	2041	307.4707	274.47568	1346.215995837689
DPR	cnrm-esm2-1	ssp370	2042	304.28287	273.10938	1491.6893753193779
DPR	cnrm-esm2-1	ssp370	2043	305.58224	273.88904	1760.727786272712
DPR	cnrm-esm2-1	ssp370	2044	306.67307	274.73364	1553.1167625216585
DPR	cnrm-esm2-1	ssp370	2045	307.4399	271.57336	2306.3396339770134
DPR	cnrm-esm2-1	ssp370	2046	304.60733	276.02164	1214.1246654675278
DPR	cnrm-esm2-1	ssp370	2047	305.91534	272.3733	1232.81372906638
DPR	cnrm-esm2-1	ssp370	2048	304.15387	273.81546	2262.534439447302
DPR	cnrm-esm2-1	ssp370	2049	306.33218	276.10892	1692.284917971078
DPR	cnrm-esm2-1	ssp370	2050	305.039	275.01266	2105.53791308772
DPR	cnrm-esm2-1	ssp370	2051	306.5426	274.60016	2344.9815851635753
DPR	cnrm-esm2-1	ssp370	2052	305.72482	273.84766	1605.5664906045208
DPR	cnrm-esm2-1	ssp370	2053	307.11777	275.60498	2250.636698584963
DPR	cnrm-esm2-1	ssp370	2054	305.76797	275.58282	1934.7760400734512
DPR	cnrm-esm2-1	ssp370	2055	308.2715	273.5444	1763.7730322777654
DPR	cnrm-esm2-1	ssp370	2056	307.61844	274.427	1798.8390823651052
DPR	cnrm-esm2-1	ssp370	2057	306.8211	271.23917	1795.9603350608895
DPR	cnrm-esm2-1	ssp370	2058	307.94904	274.9998	1068.2313814758945
DPR	cnrm-esm2-1	ssp370	2059	306.14035	274.1657	1456.6347182029645
DPR	cnrm-esm2-1	ssp370	2060	306.66827	274.11398	2063.777468487346
DPR	cnrm-esm2-1	ssp370	2061	308.0659	274.5033	1322.3802858497654
DPR	cnrm-esm2-1	ssp370	2062	307.8124	275.50525	1586.0752961597934
DPR	cnrm-esm2-1	ssp370	2063	307.0115	275.82886	1740.2518487535244
DPR	cnrm-esm2-1	ssp370	2064	307.84982	273.9633	2008.520821033707
DPR	cnrm-esm2-1	ssp370	2065	307.01602	276.222	803.8999313721433
DPR	cnrm-esm2-1	ssp370	2066	308.4864	273.54904	2202.2180501196735
DPR	cnrm-esm2-1	ssp370	2067	308.13876	277.1606	1727.3632503230897
DPR	cnrm-esm2-1	ssp370	2068	307.76456	274.17368	2059.5649556605504
DPR	cnrm-esm2-1	ssp370	2069	307.21387	276.76483	2777.788961492414
DPR	cnrm-esm2-1	ssp370	2070	307.6811	276.03302	802.5475171627477
DPR	ec-earth3-veg	ssp245	2041	306.5352	271.4821	1295.1353604846859
DPR	ec-earth3-veg	ssp245	2042	306.9978	275.56512	2071.760015934649
DPR	ec-earth3-veg	ssp245	2043	305.217	275.51282	2287.5283820321274
DPR	ec-earth3-veg	ssp245	2044	305.6561	273.23212	1869.3986210971652
DPR	ec-earth3-veg	ssp245	2045	306.14713	274.84863	1545.0498240301035
DPR	ec-earth3-veg	ssp245	2046	306.4749	274.89572	1560.0368316052457
DPR	ec-earth3-veg	ssp245	2047	306.45987	276.62405	1204.6010243938965
DPR	ec-earth3-veg	ssp245	2048	308.1409	275.04675	2036.740508512519
DPR	ec-earth3-veg	ssp245	2049	305.82962	274.534	1622.5798683240746
DPR	ec-earth3-veg	ssp245	2050	307.74747	273.477	1924.7458918019952
DPR	ec-earth3-veg	ssp245	2051	305.69373	275.76834	2086.8717773467715
DPR	ec-earth3-veg	ssp245	2052	306.42578	275.8077	1931.5618048421838
DPR	ec-earth3-veg	ssp245	2053	305.12347	277.22226	1798.4031112398657
DPR	ec-earth3-veg	ssp245	2054	307.2868	273.00955	966.1664644139533
DPR	ec-earth3-veg	ssp245	2055	305.47342	274.8122	1012.3270528391004
DPR	ec-earth3-veg	ssp245	2056	305.98315	276.90698	1856.8495136336167
DPR	ec-earth3-veg	ssp245	2057	305.7561	273.48666	1487.9360200836868
DPR	ec-earth3-veg	ssp245	2058	305.5493	276.4161	1930.9397373930237
DPR	ec-earth3-veg	ssp245	2059	307.36166	276.33636	1490.6198231139167
DPR	ec-earth3-veg	ssp245	2060	308.91794	275.67093	1207.299602846604
DPR	ec-earth3-veg	ssp245	2061	307.89874	270.8492	1718.405229295573
DPR	ec-earth3-veg	ssp245	2062	305.91028	273.67737	1109.8309884604419
DPR	ec-earth3-veg	ssp245	2063	305.43173	276.0512	1455.7186125428293
DPR	ec-earth3-veg	ssp245	2064	308.35187	273.83453	2313.566839043003
DPR	ec-earth3-veg	ssp245	2065	308.06726	274.1225	1216.7000648332496
DPR	ec-earth3-veg	ssp245	2066	308.32797	275.8435	2883.3977501489294
DPR	ec-earth3-veg	ssp245	2067	305.94543	274.83005000000003	2587.2035607927705
DPR	ec-earth3-veg	ssp245	2068	305.20782	275.00723	1902.0713839621365
DPR	ec-earth3-veg	ssp245	2069	307.8681	276.33478	1245.6488477982596
DPR	ec-earth3-veg	ssp245	2070	307.29007	275.1472	2095.03279756748
DPR	ec-earth3-veg	ssp370	2041	306.6899	270.97098	1392.7134017692756
DPR	ec-earth3-veg	ssp370	2042	308.1742	268.55524	1970.1977977135898
DPR	ec-earth3-veg	ssp370	2043	305.85013	276.18582	2990.9521999448225
DPR	ec-earth3-veg	ssp370	2044	307.21725	274.96777	2558.4410967304552
DPR	ec-earth3-veg	ssp370	2045	306.80325	270.89163	1084.8517399281131
DPR	ec-earth3-veg	ssp370	2046	306.38358	271.61987	1451.6354872786692
DPR	ec-earth3-veg	ssp370	2047	304.45364	269.71805	1558.4542932919962
DPR	ec-earth3-veg	ssp370	2048	305.36395	277.26898	1832.6673773349648
DPR	ec-earth3-veg	ssp370	2049	305.8108	272.44595	1660.1147760345802
DPR	ec-earth3-veg	ssp370	2050	306.93445	273.35995	2107.394371158394
DPR	ec-earth3-veg	ssp370	2051	305.73883	272.75482	822.9770407313481
DPR	ec-earth3-veg	ssp370	2052	304.7566	275.47363	2526.0921334381733
DPR	ec-earth3-veg	ssp370	2053	307.63483	274.8525	2133.225600962701
DPR	ec-earth3-veg	ssp370	2054	306.83212	273.91907	1353.125659469498
DPR	ec-earth3-veg	ssp370	2055	306.6173	274.36176	2554.212900996175
DPR	ec-earth3-veg	ssp370	2056	303.92972	273.89145	1700.928260246261
DPR	ec-earth3-veg	ssp370	2057	308.70996	272.79324	945.0285418890384
DPR	ec-earth3-veg	ssp370	2058	306.23975	272.4856	2045.0317027279611
DPR	ec-earth3-veg	ssp370	2059	306.781	271.0524	2255.781957087964
DPR	ec-earth3-veg	ssp370	2060	307.45764	275.58932	2199.743995035493
DPR	ec-earth3-veg	ssp370	2061	306.90106	276.3982	1894.906597305041
DPR	ec-earth3-veg	ssp370	2062	307.99057	275.75998	1295.7228095212258
DPR	ec-earth3-veg	ssp370	2063	305.44446	273.97964	1781.1498409369497
DPR	ec-earth3-veg	ssp370	2064	305.31668	276.87494	1840.6093412573514
DPR	ec-earth3-veg	ssp370	2065	308.5566	274.68756	1716.8653104453629
DPR	ec-earth3-veg	ssp370	2066	306.32193	277.07138	2379.3550358153825
DPR	ec-earth3-veg	ssp370	2067	305.5876	276.82986	2150.951338873624
DPR	ec-earth3-veg	ssp370	2068	308.14325	275.61337	1978.4628995228018
DPR	ec-earth3-veg	ssp370	2069	308.15482	274.9656	1593.4226747718524
DPR	ec-earth3-veg	ssp370	2070	310.39474	275.3907	1081.8965017329765
DPR	miroc6	ssp245	2041	306.24307	272.1859	1450.52614454176
DPR	miroc6	ssp245	2042	304.68588	276.0129	2230.252671148587
DPR	miroc6	ssp245	2043	304.83197	274.50565	1707.145250262668
DPR	miroc6	ssp245	2044	305.63156	274.4552	2392.6607031840567
DPR	miroc6	ssp245	2045	307.85403	273.5029	765.0949750095606
DPR	miroc6	ssp245	2046	308.4857	273.7452	1354.9608700442664
DPR	miroc6	ssp245	2047	304.5607	275.0769	1341.9061895459736
DPR	miroc6	ssp245	2048	305.59363	274.71075	2168.637331319011
DPR	miroc6	ssp245	2049	304.44455	272.33533	1521.2390725733287
DPR	miroc6	ssp245	2050	306.7492	273.28867	1166.2002475932127
DPR	miroc6	ssp245	2051	306.13223	274.71368	892.8063598461337
DPR	miroc6	ssp245	2052	305.22653	274.505	2323.1413745611717
DPR	miroc6	ssp245	2053	306.03125	275.84528	1606.1568680946523
DPR	miroc6	ssp245	2054	305.7342	273.74533	1400.6061282707217
DPR	miroc6	ssp245	2055	306.40552	276.2867	1970.4397771157794
DPR	miroc6	ssp245	2056	305.29974	272.73853	1698.6913645639615
DPR	miroc6	ssp245	2057	306.89343	274.13757	1914.2092247026999
DPR	miroc6	ssp245	2058	305.88635	272.86017	2030.6017767375674
DPR	miroc6	ssp245	2059	305.39508	274.7728	1899.1880591958309
DPR	miroc6	ssp245	2060	303.75375	275.39755	3381.627652927943
DPR	miroc6	ssp245	2061	306.04172	274.6609	605.0504408602137
DPR	miroc6	ssp245	2062	308.42395	272.38116	1081.9310129619817
DPR	miroc6	ssp245	2063	308.75113	270.35367	1245.7860183901876
DPR	miroc6	ssp245	2064	308.47397	275.23428	1422.256991994763
DPR	miroc6	ssp245	2065	306.96823	275.83963	1414.2727424972663
DPR	miroc6	ssp245	2066	304.3858	276.23145	2180.812009423915
DPR	miroc6	ssp245	2067	308.33002	273.69543	900.2091988920919
DPR	miroc6	ssp245	2068	308.1217	274.6763	1313.7956459584357
DPR	miroc6	ssp245	2069	309.78424	273.8846	1722.4255573935347
DPR	miroc6	ssp245	2070	308.41013	275.25638	952.4336847534775
DPR	miroc6	ssp370	2041	310.6446	273.1144	902.2535112861078
DPR	miroc6	ssp370	2042	306.4466	274.64743	1543.3980457484552
DPR	miroc6	ssp370	2043	307.9014	274.3325	957.4772698804517
DPR	miroc6	ssp370	2044	310.46246	269.01288	1116.7661709012445
