population	year	ppt	tasmax	tasmin
YO7	1988	817.4999999999999	298.08	263.28
YO7	1989	814.08	295.90999999999997	262.91999999999996
YO7	1990	714.9	294.79999999999995	262.54999999999995
YO7	1991	1132.9298999999999	296.90999999999997	263.82
YO7	1992	1033.3799999999999	296.67999999999995	262.84999999999997
YO7	1993	1212.5300000000002	295.41999999999996	264.34999999999997
YO7	1994	978	297.81	264.07
YO7	1995	1840.5898999999997	295.58	266.46
YO7	1996	1978.34	297.02	266.46
YO7	1997	1062.5698999999997	295.52	264.07
YO7	1998	1739.94	296.66999999999996	263.98999999999995
YO7	1999	941.3000000000003	295.2	264.22999999999996
YO7	2000	1190.0800000000002	295.96	265.96
YO7	2001	1212.62	297.84	263.57
YO7	2002	1037.76	297.85999999999996	264.83
YO7	2003	1101.88	297.28	265.21999999999997
YO7	2004	1017.3700000000002	296.07	263.69
YO7	2005	1636.3	298.21	265.71
YO7	2006	1323.01	297.62	261.69
YO7	2007	652.0199999999999	297.32	264.63
YO7	2008	1046.47	297.29999999999995	264.76
YO7	2009	1212.6299999999999	296.65	265.35999999999996
YO7	2010	1822.8299000000002	296.34999999999997	266.33
YO8	1981	1329.6399999999999	296.31	264.84999999999997
YO8	1982	2023.5499999999997	293.97999999999996	262.95
YO8	1983	2172.2	292.03	264.32
YO8	1984	843.1800000000001	295.16999999999996	262.59
YO8	1985	889.7200000000001	295.72999999999996	263.31
YO8	1986	1354.24	295.77	265.25
YO8	1987	816.0699999999999	296.15999999999997	262.04999999999995
YO8	1988	813.6800000000001	297.71999999999997	262.47999999999996
YO8	1989	804.7299999999999	295.45	262.19
YO8	1990	715.4599999999999	294.34	261.89
YO8	1991	1111.86	296.32	263.15999999999997
YO8	1992	1019.5200000000001	296.12	262.29999999999995
YO8	1993	1203.3999999999999	294.82	263.65
YO8	1994	977.45	297.28999999999996	263.28
YO8	1995	1803.7398	295.26	265.7
YO8	1996	1963.23	296.62	265.90999999999997
YO8	1997	1067.5799	295.23999999999995	263.46999999999997
YO8	1998	1713.33	296.29999999999995	263.31
YO8	1999	949.53	294.79999999999995	263.77
YO8	2000	1177.04	295.52	265.45
YO8	2001	1214.7	297.46	262.92999999999995
YO8	2002	1026.92	297.57	263.96
YO8	2003	1082.3600000000001	296.95	264.42999999999995
YO8	2004	1017.3999999999999	295.69	263.10999999999996
YO8	2005	1611.4400000000005	297.81	265.15
YO8	2006	1303.3899999999999	297.15999999999997	261.21999999999997
YO8	2007	641.23	297.04999999999995	264.08
YO8	2008	1043.91	296.92999999999995	264.17999999999995
YO8	2009	1201.76	296.21999999999997	264.73999999999995
YO8	2010	1813.2799	295.94	265.78
