id	cvar	period	gcm	scenario	spag	dt	val
BH	tasmax	year	MIROC5	historical	none	1965-12-31	294.6286315918
BH	tasmax	year	MIROC5	historical	none	1966-12-31	294.2463684082
BH	tasmax	year	MIROC5	historical	none	1967-12-31	295.4279785156
BH	tasmax	year	MIROC5	historical	none	1968-12-31	296.1467285156
BH	tasmax	year	MIROC5	historical	none	1969-12-31	295.4839172363
BH	tasmax	year	MIROC5	historical	none	1970-12-31	296.0028076172
BH	tasmax	year	MIROC5	historical	none	1971-12-31	294.4106750488
BH	tasmax	year	MIROC5	historical	none	1972-12-31	295.8062744141
BH	tasmax	year	MIROC5	historical	none	1973-12-31	295.6539611816
BH	tasmax	year	MIROC5	historical	none	1974-12-31	295.1701965332
BH	tasmax	year	MIROC5	historical	none	1975-12-31	294.944152832
BH	tasmax	year	MIROC5	historical	none	1976-12-31	294.1942443848
BH	tasmax	year	MIROC5	historical	none	1977-12-31	295.5360107422
BH	tasmax	year	MIROC5	historical	none	1978-12-31	296.0193786621
BH	tasmax	year	MIROC5	historical	none	1979-12-31	295.0607299805
BH	tasmax	year	MIROC5	historical	none	1980-12-31	295.3121032715
BH	tasmax	year	MIROC5	historical	none	1981-12-31	294.2832946777
BH	tasmax	year	MIROC5	historical	none	1982-12-31	295.0531616211
BH	tasmax	year	MIROC5	historical	none	1983-12-31	294.956817627
BH	tasmax	year	MIROC5	historical	none	1984-12-31	296.539855957
BH	tasmax	year	MIROC5	historical	none	1985-12-31	294.4356384277
BH	tasmax	year	MIROC5	historical	none	1986-12-31	295.0906066895
BH	tasmax	year	MIROC5	historical	none	1987-12-31	294.7014160156
BH	tasmax	year	MIROC5	historical	none	1988-12-31	296.1965332031
BH	tasmax	year	MIROC5	historical	none	1989-12-31	296.235534668
BH	tasmax	year	MIROC5	historical	none	1990-12-31	295.5118103027
BH	tasmax	year	MIROC5	historical	none	1991-12-31	295.919342041
BH	tasmax	year	MIROC5	historical	none	1992-12-31	295.8716125488
BH	tasmax	year	MIROC5	historical	none	1993-12-31	293.5938720703
BH	tasmax	year	MIROC5	historical	none	1994-12-31	296.1784667969
BH	tasmax	year	MIROC5	historical	none	1995-12-31	295.9645690918
