id	cvar	period	gcm	scenario	spag	dt	val
BH	tasmin	year	CanESM2	rcp45	none	2055-12-31	282.2486877441
BH	tasmin	year	CanESM2	rcp45	none	2056-12-31	282.6702575684
BH	tasmin	year	CanESM2	rcp45	none	2057-12-31	281.8678283691
BH	tasmin	year	CanESM2	rcp45	none	2058-12-31	283.2496032715
BH	tasmin	year	CanESM2	rcp45	none	2059-12-31	283.8842468262
BH	tasmin	year	CanESM2	rcp45	none	2060-12-31	284.089630127
BH	tasmin	year	CanESM2	rcp45	none	2061-12-31	282.8976135254
BH	tasmin	year	CanESM2	rcp45	none	2062-12-31	282.6923217773
BH	tasmin	year	CanESM2	rcp45	none	2063-12-31	281.9850463867
BH	tasmin	year	CanESM2	rcp45	none	2064-12-31	282.628692627
BH	tasmin	year	CanESM2	rcp45	none	2065-12-31	282.9720458984
BH	tasmin	year	CanESM2	rcp45	none	2066-12-31	283.6682128906
BH	tasmin	year	CanESM2	rcp45	none	2067-12-31	283.4434509277
BH	tasmin	year	CanESM2	rcp45	none	2068-12-31	282.9866333008
BH	tasmin	year	CanESM2	rcp45	none	2069-12-31	282.7382202148
BH	tasmin	year	CanESM2	rcp45	none	2070-12-31	283.025604248
BH	tasmin	year	CanESM2	rcp45	none	2071-12-31	282.9569091797
BH	tasmin	year	CanESM2	rcp45	none	2072-12-31	281.5696411133
BH	tasmin	year	CanESM2	rcp45	none	2073-12-31	282.2035217285
BH	tasmin	year	CanESM2	rcp45	none	2074-12-31	283.6262817383
BH	tasmin	year	CanESM2	rcp45	none	2075-12-31	282.6377868652
BH	tasmin	year	CanESM2	rcp45	none	2076-12-31	283.2540893555
BH	tasmin	year	CanESM2	rcp45	none	2077-12-31	282.8949890137
BH	tasmin	year	CanESM2	rcp45	none	2078-12-31	282.8537902832
BH	tasmin	year	CanESM2	rcp45	none	2079-12-31	283.533782959
BH	tasmin	year	CanESM2	rcp45	none	2080-12-31	284.3215026855
BH	tasmax	year	MIROC5	rcp45	none	2040-12-31	297.4385070801
BH	tasmax	year	MIROC5	rcp45	none	2041-12-31	298.5562133789
BH	tasmax	year	MIROC5	rcp45	none	2042-12-31	298.6348571777
BH	tasmax	year	MIROC5	rcp45	none	2043-12-31	296.3741455078
BH	tasmax	year	MIROC5	rcp45	none	2044-12-31	296.4759521484
BH	tasmax	year	MIROC5	rcp45	none	2045-12-31	298.8393249512
BH	tasmax	year	MIROC5	rcp45	none	2046-12-31	298.1447753906
BH	tasmax	year	MIROC5	rcp45	none	2047-12-31	298.8130187988
BH	tasmax	year	MIROC5	rcp45	none	2048-12-31	296.7387084961
BH	tasmax	year	MIROC5	rcp45	none	2049-12-31	297.4467163086
BH	tasmax	year	MIROC5	rcp45	none	2050-12-31	298.8784484863
BH	tasmax	year	MIROC5	rcp45	none	2051-12-31	298.4561462402
BH	tasmax	year	MIROC5	rcp45	none	2052-12-31	298.2996826172
BH	tasmax	year	MIROC5	rcp45	none	2053-12-31	298.4608154297
BH	tasmax	year	MIROC5	rcp45	none	2054-12-31	297.5136413574
BH	tasmax	year	MIROC5	rcp45	none	2055-12-31	297.5881958008
BH	tasmax	year	MIROC5	rcp45	none	2056-12-31	298.4961242676
BH	tasmax	year	MIROC5	rcp45	none	2057-12-31	298.3613586426
BH	tasmax	year	MIROC5	rcp45	none	2058-12-31	298.2456970215
BH	tasmax	year	MIROC5	rcp45	none	2059-12-31	298.3592834473
BH	tasmax	year	MIROC5	rcp45	none	2060-12-31	296.6823730469
BH	tasmax	year	MIROC5	rcp45	none	2061-12-31	298.8960876465
BH	tasmax	year	MIROC5	rcp45	none	2062-12-31	298.671661377
BH	tasmax	year	MIROC5	rcp45	none	2063-12-31	298.5280456543
BH	tasmax	year	MIROC5	rcp45	none	2064-12-31	299.0184936523
BH	tasmax	year	MIROC5	rcp45	none	2065-12-31	298.4459838867
BH	tasmax	year	MIROC5	rcp45	none	2066-12-31	297.768371582
BH	tasmax	year	MIROC5	rcp45	none	2067-12-31	299.3428649902
BH	tasmax	year	MIROC5	rcp45	none	2068-12-31	297.9127807617
BH	tasmax	year	MIROC5	rcp45	none	2069-12-31	298.643371582
BH	tasmax	year	MIROC5	rcp45	none	2070-12-31	298.7971191406
BH	tasmax	year	MIROC5	rcp45	none	2071-12-31	298.0527648926
BH	tasmax	year	MIROC5	rcp45	none	2072-12-31	299.5561828613
BH	tasmax	year	MIROC5	rcp45	none	2073-12-31	297.7541503906
BH	tasmax	year	MIROC5	rcp45	none	2074-12-31	297.5312194824
BH	tasmax	year	MIROC5	rcp45	none	2075-12-31	298.9304199219
BH	tasmax	year	MIROC5	rcp45	none	2076-12-31	299.5835266113
BH	tasmax	year	MIROC5	rcp45	none	2077-12-31	299.4393920898
BH	tasmax	year	MIROC5	rcp45	none	2078-12-31	298.8014526367
BH	tasmax	year	MIROC5	rcp45	none	2079-12-31	299.5366821289
BH	tasmax	year	MIROC5	rcp45	none	2080-12-31	298.1524353027
BH	tasmin	year	MIROC5	rcp45	none	2040-12-31	280.7238769531
BH	tasmin	year	MIROC5	rcp45	none	2041-12-31	281.1708984375
BH	tasmin	year	MIROC5	rcp45	none	2042-12-31	282.2573852539
BH	tasmin	year	MIROC5	rcp45	none	2043-12-31	282.1542358398
BH	tasmin	year	MIROC5	rcp45	none	2044-12-31	281.6606140137
BH	tasmin	year	MIROC5	rcp45	none	2045-12-31	281.352935791
