population	year	tasmax	tasmin	ppt
TM2	2005	309.00800170898435	277.1789998054504	1330.547986149788
TM2	2006	309.41800155639646	277.14499988555906	1234.0349745750427
TM2	2007	307.2019981384277	275.2889999389648	739.3690137863159
TM2	2008	307.8360008239746	275.5150000095367	708.5540075302124
TM2	2009	307.8370002746582	276.33400001525877	870.7139993439196
TM2	2010	306.93799819946287	278.29400005340574	1408.5029910206795
WL1	1981	301.2619995117187	269.41699995994566	1359.1669996818528
WL1	1982	298.20599975585935	266.9250000953674	1875.579008102417
WL1	1983	296.3680004119873	269.4750000476837	2082.8500080108643
WL1	1984	299.5660003662109	267.439999961853	951.3779950290918
WL1	1985	299.6189998626709	267.67799987792966	879.8359994888306
WL1	1986	300.1590007781982	270.8219999313354	1268.2849910259247
WL1	1987	300.04100074768064	267.8099998474121	804.2310082316399
WL1	1988	301.0389999389648	268.24000015258787	719.3949981927872
WL1	1989	298.74499931335447	267.1769999504089	1040.2059951424599
WL1	1990	298.84700050354	265.3200000762939	717.2550015449524
WL1	1991	298.7169994354248	268.043000125885	939.1030104160309
WL1	1992	299.6840003967285	267.025	1016.3359932899475
WL1	1993	297.36299934387205	267.5389999389648	1133.6499915719032
WL1	1994	301.86699905395506	266.98300018310545	921.8289997577667
WL1	1995	298.8990005493164	270.1939999103546	1683.3399813175201
WL1	1996	300.1800006866455	270.3809999465942	1924.1859936714172
WL1	1997	299.1959995269775	268.76299991607664	1024.5629799365997
WL1	1998	300.278999710083	268.27599992752073	1625.3799967765808
WL1	1999	298.5389999389648	267.86000003814695	1127.3160133361816
WL1	2000	299.82799949645994	270.02599992752073	1184.1389873027802
WL1	2001	301.4330009460449	268.03299989700315	1031.6839926242828
WL1	2002	301.5439990997314	268.20900001525877	975.3800117019564
WL1	2003	301.3080009460449	269.2320000171661	1011.2760028839111
WL1	2004	299.98499908447263	268.4599999427795	907.80799472332
WL1	2005	301.3869995117187	270.25700011253355	1517.7109804153442
WL1	2006	301.5340007781982	267.2899998664856	1268.7360037267208
WL1	2007	300.8869995117187	268.49000015258787	709.1950026601553
WL1	2008	301.1910003662109	268.84000005722044	856.5740099549294
WL1	2009	301.0590003967285	269.00699987411497	1024.9060072302818
WL1	2010	299.69899978637693	270.27599992752073	1568.6329907178879
WL2	1981	299.3409999847412	267.84399976730344	1410.3619859293103
WL2	1982	296.2490009307861	265.9050001144409	1945.0289950370789
WL2	1983	294.525	267.7769998550415	2136.9300060272217
WL2	1984	297.7549995422363	265.70700016021726	991.3999956250191
WL2	1985	297.8829998016357	265.5399998664856	896.8989953994751
WL2	1986	298.49199905395506	270.1290000915527	1290.8959765434265
WL2	1987	298.54599990844724	266.461999797821	805.0229865759611
WL2	1988	299.25600090026853	267.1270002365112	753.2300088405609
WL2	1989	297.2110008239746	265.83599987030027	1065.4970119595528
WL2	1990	297.36699905395506	263.3040002822876	729.7300062179565
WL2	1991	297.0870002746582	266.2600001335144	955.1919994354248
WL2	1992	297.88500061035154	265.5350002288818	1026.189016342163
WL2	1993	295.86299934387205	266.4269999504089	1170.1890068361536
WL2	1994	299.6250003814697	265.7099999427795	939.2840087413788
WL2	1995	296.91700019836424	268.80299987792966	1719.7599993944168
WL2	1996	298.70200004577634	269.36199989318845	1998.6400079727173
WL2	1997	297.3449996948242	267.1589998245239	1044.9479928016663
WL2	1998	298.6189998626709	266.668000125885	1658.3100156784058
WL2	1999	296.6919998168945	266.3869999885559	1165.707006931305
WL2	2000	298.0439990997314	268.67400016784666	1254.85098195076
WL2	2001	299.8060001373291	266.40799989700315	1045.8000099658966
WL2	2002	299.69400062561033	266.9529999732971	988.8479984402657
WL2	2003	299.32600059509275	267.63199987411497	1039.0619931221008
WL2	2004	297.8820003509521	266.8409999847412	931.1249940097332
WL2	2005	299.4650005340576	269.6699999809265	1565.1000051498413
WL2	2006	299.22900047302244	265.9529999732971	1313.4540199935436
WL2	2007	299.0340007781982	267.2229999542236	728.5790082216263
WL2	2008	299.1910003662109	267.47999992370603	849.9069904088974
WL2	2009	298.79800071716306	267.70900001525877	1037.2039975523949
WL2	2010	298.0019992828369	268.9910000801086	1581.2180159687996
WR	1981	305.3099998474121	273.0130000054836	2238.655972838402
WR	1982	302.9970001220703	270.0029999256134	2474.2789976596832
WR	1983	301.1329998016357	272.1990000247955	3159.1480350494385
WR	1984	305.4859985351562	270.5500000953674	1252.0250129699707
WR	1985	304.6240009307861	271.28300001621244	1143.7720135450363
WR	1986	304.91799964904783	273.35700000226495	1988.0609543323517
WR	1987	304.35999908447263	271.064999961853	1285.3370008468628
WR	1988	305.17700042724607	272.3200000166893	1208.6609963923693
WR	1989	303.2490009307861	270.5559998989105	1454.9860305786133
WR	1990	302.9939998626709	269.3240000247955	1005.256981909275
WR	1991	302.9990009307861	271.7980000019073	1390.4619804620743
WR	1992	304.67000045776365	271.3060000181198	1447.0340242176317
WR	1993	300.7439998626709	271.2780000209808	1860.1069586277008
WR	1994	303.8759998321533	271.6840000391006	1299.556004524231
WR	1995	302.0240005493164	274.00500001907346	2585.207005262375
WR	1996	303.9410003662109	273.92700001001356	2876.9680082798004
WR	1997	301.70200004577634	272.5639999747276	1549.341002702713
WR	1998	304.0599998474121	271.04400005340574	2383.3969913721085
WR	1999	302.4049991607666	272.2029999732971	1465.8239926695824
WR	2000	303.1630004882812	274.060000026226	1724.8349742889404
WR	2001	304.5380004882812	272.2019999861717	1499.3439993858337
WR	2002	305.2740005493164	272.20800002813337	1522.490988067817
WR	2003	306.29500045776365	273.17800000086424	1509.85502243042
WR	2004	304.26800003051756	272.38100000619886	1270.2359956502914
WR	2005	305.3790000915527	273.3360000044107	2327.168031692505
WR	2006	305.80599822998045	271.66300001144407	1946.7490118145943
WR	2007	303.92300071716306	271.6860000133514	1168.941982269287
WR	2008	304.9580005645752	272.4389999747276	1161.1579914093018
WR	2009	304.7430004119873	272.78400000333784	1393.8519893884659
WR	2010	303.7889999389648	273.8520000219345	2257.7720136642456
YO11	1981	292.73499908447263	261.8689998626709	893.5509923021309
YO11	1982	291.3869995117187	259.63799991607664	1606.4609713554382
YO11	1983	289.3799995422363	260.6019996643066	1522.635983467102
YO11	1984	292.24000015258787	260.6309999465942	761.294002532959
YO11	1985	292.24199905395506	261.58400001525877	667.0940017700195
YO11	1986	292.33199920654295	262.4780000686645	827.786998987198
YO11	1987	293.2799991607666	258.4989999771118	627.6870040893555
YO11	1988	294.63999977111814	259.5890001296997	633.013994216919
YO11	1989	291.1600002288818	258.95000019073484	610.1850023269653
YO11	1990	290.1959995269775	257.98800029754636	491.49700927734375
YO11	1991	292.528999710083	260.10600032806394	680.0590014457703
YO11	1992	292.3740009307861	261.05499973297117	605.0520172119141
YO11	1993	291.1649993896484	260.8980001449585	590.7860059961677
YO11	1994	294.032999420166	260.1030000686645	674.5290064811707
YO11	1995	292.19400062561033	262.9469999313354	893.4339950084686
YO11	1996	293.55099906921384	263.9629997253418	1210.225967168808
YO11	1997	292.4380001068115	261.8200000762939	690.5629895329475
YO11	1998	293.6910003662109	260.6209997177124	966.2830174565315
YO11	1999	292.0919994354248	262.01800003051756	591.404002904892
YO11	2000	292.6590007781982	263.33000030517576	641.045994758606
YO11	2001	294.5009998321533	260.653999710083	890.063005194068
YO11	2002	294.89600028991697	261.80200042724607	552.9370136260986
YO11	2003	294.11599960327146	261.8469995498657	463.59700298309326
YO11	2004	292.52100028991697	261.25900020599363	786.1059951782227
YO11	2005	294.6140007019043	263.3779996871948	1042.2720057964325
YO11	2006	293.1569999694824	259.83000030517576	898.3360142707825
YO11	2007	294.59700050354	262.1829999923706	527.4629945755005
YO11	2008	293.54900016784666	262.6550001144409	881.2969993576407
YO11	2009	292.83199920654295	263.3790000915527	835.9880154132843
YO11	2010	292.6210006713867	264.10600032806394	1009.8440115968697
YO4	1981	299.60700073242185	272.38100000619886	1146.4419741090387
YO4	1982	296.77599945068357	270.208000087738	1879.9259796142578
YO4	1983	295.1019996643066	272.06799998283384	1957.8509950637817
YO4	1984	298.3060001373291	269.9699999332428	679.5740125179291
YO4	1985	298.593000793457	270.56000008583067	752.78200340271
YO4	1986	299.0830005645752	272.70700001120565	1182.9130023419857
YO4	1987	298.7819999694824	269.84000005722044	734.672994852066
YO4	1988	300.81900062561033	269.8649999141693	681.5090020895004
YO4	1989	298.8839992523193	268.7410000801086	727.9760065078735
YO4	1990	297.661999130249	268.71899976730344	577.2270001731813
YO4	1991	299.4400009155273	271.21099998950956	989.1560199260712
YO4	1992	299.5919994354248	268.84500017166135	849.8809970617294
YO4	1993	298.06900062561033	271.2639999628067	1082.7340068817139
YO4	1994	299.39200057983396	270.63600006103513	805.6789932250977
YO4	1995	297.58000030517576	273.86499997377393	1625.4370429515839
YO4	1996	299.2579998016357	272.80599998831747	1720.6300015449524
YO4	1997	297.15	270.2489999771118	878.143018245697
YO4	1998	299.08099975585935	269.429000043869	1602.0230131149292
YO4	1999	297.6880001068115	269.98699989318845	816.1810010671616
YO4	2000	297.92400016784666	272.3110000133514	1156.9970178604126
YO4	2001	299.1189998626709	270.6260000705719	1020.4040067195892
YO4	2002	299.911999130249	271.91499998569486	832.1360170841217
YO4	2003	299.64399948120115	271.332000041008	842.5070005655289
YO4	2004	297.64399948120115	270.3649999141693	938.4570138454437
YO4	2005	299.4419998168945	272.86299999952314	1373.410008430481
YO4	2006	300.26300086975095	268.458000087738	1199.6900026798248
YO4	2007	298.51800003051756	270.9050001144409	555.4889937639236
YO4	2008	299.23399963378904	271.00500001907346	908.3569997772574
YO4	2009	298.16700019836424	270.90799989700315	1072.9230040311813
YO4	2010	297.92400016784666	272.5129999756813	1523.3269864916801
YO7	1981	297.2159999847412	266.7839998245239	1269.0340032577515
YO7	1982	294.57200088500974	265.31900014877317	1989.695017337799
YO7	1983	292.7939990997314	266.4949997901916	2131.2409992218018
YO7	1984	296.0909999847412	264.0979999542236	833.7060029506683
YO7	1985	296.7850002288818	264.9690002441406	890.803018592298
YO7	1986	296.8050006866455	266.8720001220703	1389.3069608211517
YO7	1987	297.3130001068115	263.73699989318845	810.9019935131073
YO7	1988	298.5359996795654	264.0929998397827	823.0290069887415
YO7	1989	296.39699974060056	264.1279996871948	785.5040097236633
YO7	1990	295.47200050354	262.851000213623	713.1980090141296
YO7	1991	297.5009998321533	264.83400001525877	1171.0070133209229
YO7	1992	297.38800086975095	263.1510004043579	1031.1279997825623
YO7	1993	296.0089992523193	265.1320003509521	1196.1910152435303
YO7	1994	298.45299949645994	265.2280000686645	976.6080043613911
YO7	1995	296.0009998321533	267.22200002670286	1847.5729985237122
YO7	1996	297.51000061035154	267.18900003433225	1964.7289946079254
YO7	1997	295.89799919128416	264.60600032806394	1042.368025302887
YO7	1998	297.1600002288818	264.41700019836424	1696.6790204048157
YO7	1999	295.7269996643066	264.6880001068115	878.7640070915222
YO7	2000	296.4340003967285	266.583000087738	1133.8290182610508
YO7	2001	298.2239994049072	264.0350002288818	1137.787980556488
YO7	2002	298.13500061035154	265.71500005722044	1018.0610001087189
YO7	2003	297.6290000915527	266.5999998092651	1057.7299956083298
YO7	2004	296.60999908447263	264.5579999923706	987.8289911746979
YO7	2005	298.6290000915527	266.3850001335144	1633.4039964675903
YO7	2006	298.22999992370603	262.1889995574951	1313.2160110473633
YO7	2007	297.6189998626709	265.10600032806394	631.7660009264946
YO7	2008	297.7229999542236	265.70900001525877	1023.9409983158112
YO7	2009	297.11699905395506	265.88000001907346	1204.2890058755875
YO7	2010	296.8090003967285	266.9289998054504	1792.494010925293
YO8	1981	297.49499931335447	265.5729998588562	1301.5859956741333
YO8	1982	295.1810001373291	263.9699996948242	2005.5789964199066
YO8	1983	293.17199935913084	265.14899959564207	2199.7690048217773
YO8	1984	296.4189990997314	263.5540002822876	845.8330292701721
YO8	1985	296.843000793457	264.0260004043579	898.7560012042522
YO8	1986	297.0669998168945	266.14100017547605	1430.2109715938568
YO8	1987	297.36299934387205	262.8479999542236	821.0979971885681
YO8	1988	298.8120006561279	263.29400005340574	835.094001531601
YO8	1989	296.5900005340576	262.82800045013425	795.3350057601929
YO8	1990	295.6280006408691	262.70099964141843	706.7799973487854
YO8	1991	297.4729999542236	263.7780002593994	1181.9250106811523
YO8	1992	297.42199935913084	263.17299976348875	1047.8509855270386
YO8	1993	296.07900085449216	264.26400032043455	1218.125982284546
YO8	1994	298.44400062561033	264.14300003051756	1006.592001914978
YO8	1995	296.51599922180174	266.583000087738	1864.7149577140808
YO8	1996	297.8640007019043	266.5680002212524	2011.3500192165375
YO8	1997	296.33000030517576	264.35899963378904	1068.1949973106384
YO8	1998	297.51100006103513	264.16500034332273	1759.4630237817764
YO8	1999	296.05399932861326	264.4769996643066	914.128005027771
YO8	2000	296.79999961853025	266.09199991226194	1157.9579992294312
YO8	2001	298.5919994354248	263.69899978637693	1181.4669878482819
YO8	2002	298.5749992370605	264.7149995803833	1073.0529942512512
YO8	2003	298.0879997253418	265.31400003433225	1111.6789922714233
YO8	2004	296.95299949645994	263.8980001449585	1018.2709965705872
YO8	2005	298.92000045776365	265.8079999923706	1677.1669931411743
YO8	2006	298.5639995574951	261.85800018310545	1340.5650091171265
YO8	2007	298.0310005187988	264.9120000839233	640.6559982299805
YO8	2008	298.1280006408691	264.8169998168945	1038.9010074734688
YO8	2009	297.3990005493164	265.7249998092651	1227.8449919000268
YO8	2010	297.0940002441406	266.58400001525877	1870.6429977416992
